gene_name_canonical,compartment,source,Note
HSD17B11,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
HSD17B12,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
HSP90B1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
HSPA13,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
HSPA5,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
HYOU1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IKBIP,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ILVBL,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGB1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGB6,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITPR1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITPR2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
ITPR3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
JAGN1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KDSR,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KRTCAP2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KTN1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
LAMB1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LAMB3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
LAMC1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
LBR,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LCLAT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LEMD2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
LGALS3BP,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LMF2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LNPK,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
LOXL2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LPCAT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LPCAT2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
LPCAT3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LPGAT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LRPAP1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LRRC59,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LSG1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
LSS,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MAGT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
MANF,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
MBOAT7,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MESD,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
MGST2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MINPP1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MLEC,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
MOGS,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MOSPD1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
MOSPD2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MSMO1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MTDH,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MXRA7,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MYDGF,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
NBAS,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
NCEH1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NENF,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
NFXL1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
NOMO1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
NPTX1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NSDHL,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ODR4,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
OS9,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
OSBPL8,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
P3H1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
P3H2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
P3H4,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
P4HA1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
P4HA2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
P4HB,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PCSK9,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PCYOX1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PDCD6,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PDIA3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
PDIA4,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
PDIA5,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
PDIA6,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
PGRMC1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PGRMC2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PIGK,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PIGO,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PIGS,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PIGT,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PIGU,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PKMYT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLOD1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLOD2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
PLOD3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PNPLA6,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
POFUT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
POGLUT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
POGLUT2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
PON2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
POR,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PPIB,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PRDX4,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PREB,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
PRKCSH,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PRSS21,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTDSS1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTDSS2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPN1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PXDN,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RCE1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RCN1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
RCN2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
RCN3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
RDH10,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RDH11,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RETSAT,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RFT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RINT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
RPN1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RPN2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RRBP1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
RUSF1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SACM1L,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SCARB1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SCD,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SCFD2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SDF2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SDF2L1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SEC11A,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SEC61A1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SEC61B,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SEC61G,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SEC62,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SEC63,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SEL1L,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SELENOF,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SERPINH1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SERPINI1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SGPL1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SGPP1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SIGMAR1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC22A18,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SLC27A2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC27A4,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC33A1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC39A7,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SOAT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SPCS1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SPCS2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SPCS3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SPTLC1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SPTLC2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SQLE,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SRP54,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SRP68,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SRPRA,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SRPRB,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SSR1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SSR3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SSR4,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
ST7,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
STIM1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STT3A,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STT3B,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
STX18,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
SUMF2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SYVN1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TAP1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TAP2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TAPBP,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TBL2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TECR,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TEX264,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TGFB1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TGFBR1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
THEM6,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TM2D3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMBIM6,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMCO1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM109,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM131,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM164,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM199,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM205,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM214,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM245,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM258,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM259,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM33,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM38B,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM43,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM97,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMT1A,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMTC3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMX1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMX2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMX3,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TOR1A,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TOR1AIP2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TOR1B,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TOR2A,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TOR3A,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TRAM1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TREX1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TTC13,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TTC17,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TXNDC15,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TXNDC5,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
TYW1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
UBAC2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
UBE2G2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
UBE2J1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
UBXN4,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
UFL1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
UFSP2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
UGGT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
UGT8,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
USE1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
UTS2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
VAPA,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
VAPB,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VKORC1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VKORC1L1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VMP1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VRK2,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
WFS1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: high
WLS,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
XXYLT1,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ZMPSTE24,ER,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ARCN1,ERGIC,manual curation,COP-I complex
BET1,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
COPA,ERGIC,manual curation,COP-I complex
COPB1,ERGIC,manual curation,COP-I complex
COPB2,ERGIC,manual curation,COP-I complex
COPE,ERGIC,manual curation,COP-I complex
COPG1,ERGIC,manual curation,COP-I complex
COPG2,ERGIC,manual curation,COP-I complex
COPZ1,ERGIC,manual curation,COP-I complex
COPZ2,ERGIC,manual curation,COP-I complex
ERGIC1,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
ERGIC2,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
ERGIC3,ERGIC,manual curation,canonical ERGIC marker
ERP44,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GLE1,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
GOLT1B,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GOSR2,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IER3IP1,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
KDELR2,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LMAN1,ERGIC,manual curation,canonical ERGIC marker (ERGIC53)
LMAN2,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LMAN2L,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
MCFD2,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
RAB1A,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
RAB1B,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
SEC23A,ERGIC,manual curation,COP-II complex
SEC23B,ERGIC,manual curation,COP-II complex
SEC24A,ERGIC,manual curation,COP-II complex
SEC24B,ERGIC,manual curation,COP-II complex
SEC24C,ERGIC,manual curation,COP-II complex
SEC24D,ERGIC,manual curation,COP-II complex
SEC31A,ERGIC,manual curation,COP-II complex
SEC31B,ERGIC,manual curation,COP-II complex
SPRYD7,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STX5,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SURF4,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMED10,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMED2,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMED3,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMED4,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMED5,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMED9,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM181,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
TSPAN13,ERGIC,Itzhak et al 2016 PMID: 27278775,confidence score: high
ACSL4,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
AIFM2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
ARFRP1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
B4GALT1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
BPNT2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
BSDC1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
CANT1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DUT,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
EXTL2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FAM20B,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GALNT1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GALNT2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
GALNT6,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GALNT7,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GARS1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
GLT8D1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
GLT8D2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GOLGB1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GOLIM4,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GOLM2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
KIAA2013,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
MAN1B1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
MAN2A1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MBLAC2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
MGAT1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
NIF3L1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
PREPL,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
PRKACB,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
PRKCA,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
QSOX2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SGMS1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
SLC30A5,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC35E1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
TM9SF1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
TM9SF2,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
TM9SF3,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
TM9SF4,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
TMEM165,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
TNS1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
TRMU,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
UBIAD1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
ZFPL1,Golgi,Itzhak et al 2016 PMID: 27278775,confidence score: high
ACP2,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
ACP5,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
AGA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
ARSA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
ARSB,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
ARSG,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
ASAH1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CD63,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CLN3,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CREG1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTBS,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSB,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSC,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSD,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSF,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSH,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSK,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSL,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSO,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSS,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
CTSZ,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
DNASE2,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
EPDR1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
FUCA1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GAA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GALC,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GALNS,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GBA1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GGH,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GLA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GLB1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GM2A,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GNS,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
GUSB,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
HEXA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
HEXB,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
HYAL1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
IDS,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
IDUA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
IFI30,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
IL4I1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
LAMP1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
LAMP2,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
LGMN,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
LIPA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
MAN2B1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
MANBA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
MPO,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
NAGA,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
NAGLU,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
NEU1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
NEU4,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
NPC2,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
PLA2G15,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
PLBD2,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
PPT1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
PPT2,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
PRCP,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
PSAP,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
RNASET2,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
SCPEP1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
SGSH,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
SIAE,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
SMPD1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
TMEM192,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
TPP1,lysosome,Schroeder et al 2010 PMID: 20957757,meta-analysis
ABCB7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ABCB8,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ABHD11,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACAA2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACAD10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACAD8,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACADL,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACADM,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACADS,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACADSB,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
ACADVL,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
